Data,Hora,CO_ppm,Temperature_C,Humidity_pct,MQ4_Voltage_V,MQ4_PPM,MQ7_Voltage_V,datetime,hour,CO_ppm_corrigido
2025-07-08,16:21:06,0.57,21.4,48.2,0.47,3.89,0.41,2025-07-08 16:21:06,16,0.5700000000000001
2025-07-08,18:34:11,0.35,19.6,58.2,0.5,5.42,0.26,2025-07-08 18:34:11,18,0.35
2025-07-08,19:04:11,0.44,19.4,59.5,0.52,5.86,0.29,2025-07-08 19:04:11,19,0.44
2025-07-08,19:34:11,0.44,19.7,57.5,0.53,6.25,0.29,2025-07-08 19:34:11,19,0.44
2025-07-08,20:04:11,0.42,19.7,59.1,0.55,6.73,0.29,2025-07-08 20:04:11,20,0.42
2025-07-08,20:34:11,0.38,19.6,58.4,0.53,6.13,0.27,2025-07-08 20:34:11,20,0.38
2025-07-08,21:04:11,0.9,20.0,55.9,0.61,8.74,0.45,2025-07-08 21:04:11,21,0.9
2025-07-08,21:34:11,1.15,20.0,55.7,0.68,11.59,0.52,2025-07-08 21:34:11,21,1.15
2025-07-08,22:04:11,1.14,20.0,55.3,0.68,11.49,0.51,2025-07-08 22:04:11,22,1.1400000000000001
2025-07-08,23:04:11,1.07,20.0,56.8,0.66,10.82,0.5,2025-07-08 23:04:11,23,1.07
2025-07-08,23:34:11,1.02,19.9,57.1,0.66,10.78,0.48,2025-07-08 23:34:11,23,1.02
2025-07-09,00:04:11,0.97,19.8,57.6,0.65,10.14,0.47,2025-07-09 00:04:11,0,0.97
2025-07-09,00:34:11,0.94,19.7,58.2,0.64,9.91,0.46,2025-07-09 00:34:11,0,0.94
2025-07-09,01:04:11,1.0,19.6,58.9,0.66,10.65,0.48,2025-07-09 01:04:11,1,1.0
2025-07-09,02:14:08,0.68,19.5,61.5,0.69,5.72,0.51,2025-07-09 02:14:08,2,0.6800000000000002
2025-07-09,02:44:08,0.69,19.5,62.7,0.68,5.55,0.51,2025-07-09 02:44:08,2,0.6900000000000001
2025-07-09,03:14:08,0.69,19.3,63.9,0.7,5.99,0.51,2025-07-09 03:14:08,3,0.69
2025-07-09,03:44:08,0.67,19.2,64.6,0.68,5.55,0.5,2025-07-09 03:44:08,3,0.67
2025-07-09,04:14:08,0.72,19.1,65.7,0.7,5.92,0.52,2025-07-09 04:14:08,4,0.72
2025-07-09,04:44:08,0.74,19.0,66.6,0.7,5.97,0.53,2025-07-09 04:44:08,4,0.74
2025-07-09,05:14:09,0.69,18.8,67.1,0.7,5.96,0.51,2025-07-09 05:14:09,5,0.69
2025-07-09,05:44:09,0.68,18.7,67.6,0.7,5.79,0.5,2025-07-09 05:44:09,5,0.68
2025-07-09,06:14:09,0.7,18.6,68.3,0.7,5.9,0.51,2025-07-09 06:14:09,6,0.7
2025-07-09,06:44:09,0.71,18.5,68.6,0.7,5.88,0.52,2025-07-09 06:44:09,6,0.71
2025-07-09,07:14:09,0.73,18.5,68.6,0.7,5.83,0.53,2025-07-09 07:14:09,7,0.73
2025-07-09,07:44:09,0.73,18.5,68.9,0.71,6.08,0.53,2025-07-09 07:44:09,7,0.73
2025-07-09,08:14:09,0.8,18.4,69.0,0.73,6.63,0.55,2025-07-09 08:14:09,8,0.8
2025-07-09,08:44:09,0.78,18.4,69.2,0.73,6.56,0.54,2025-07-09 08:44:09,8,0.78
2025-07-09,09:32:33,0.65,18.4,67.9,0.71,4.53,0.55,2025-07-09 09:32:33,9,0.6500000000000001
2025-07-09,10:02:33,0.64,18.5,66.8,0.73,4.97,0.55,2025-07-09 10:02:33,10,0.64
2025-07-09,10:32:33,0.59,18.5,66.1,0.71,4.64,0.53,2025-07-09 10:32:33,10,0.59
2025-07-09,11:02:33,0.73,18.7,65.4,0.75,5.24,0.59,2025-07-09 11:02:33,11,0.7299999999999998
2025-07-09,11:32:33,0.67,18.8,64.4,0.72,4.72,0.56,2025-07-09 11:32:33,11,0.6699999999999998
2025-07-09,12:02:33,0.65,18.9,63.9,0.7,4.5,0.55,2025-07-09 12:02:33,12,0.65
2025-07-09,12:32:33,0.62,19.1,63.3,0.69,4.3,0.54,2025-07-09 12:32:33,12,0.62
2025-07-09,13:02:33,0.64,19.3,62.6,0.69,4.28,0.55,2025-07-09 13:02:33,13,0.64
2025-07-09,13:32:33,0.65,19.5,61.9,0.7,4.38,0.55,2025-07-09 13:32:33,13,0.65
2025-07-09,14:02:33,0.67,19.6,61.6,0.72,4.68,0.56,2025-07-09 14:02:33,14,0.6700000000000002
2025-07-09,14:32:33,0.69,19.8,61.2,0.71,4.6,0.57,2025-07-09 14:32:33,14,0.6900000000000001
2025-07-09,15:02:33,0.64,20.1,56.2,0.68,4.08,0.55,2025-07-09 15:02:33,15,0.64
2025-07-09,15:32:33,0.64,20.8,52.6,0.69,4.27,0.55,2025-07-09 15:32:33,15,0.64
2025-07-09,16:02:33,0.57,21.0,52.7,0.64,3.49,0.52,2025-07-09 16:02:33,16,0.5700000000000001
2025-07-09,16:32:33,0.68,21.1,53.6,0.58,2.68,0.57,2025-07-09 16:32:33,16,0.6800000000000002
2025-07-09,17:02:33,0.66,21.2,55.5,0.61,3.08,0.56,2025-07-09 17:02:33,17,0.6599999999999999
2025-07-09,18:04:30,0.1,21.2,57.3,0.53,2.9,0.26,2025-07-09 18:04:30,18,0.1
2025-07-09,18:34:30,0.1,21.1,57.1,0.55,3.12,0.27,2025-07-09 18:34:30,18,0.1
2025-07-09,19:04:30,0.1,21.0,57.5,0.55,3.06,0.26,2025-07-09 19:04:30,19,0.1
2025-07-09,19:34:30,0.1,20.8,58.3,0.55,3.14,0.26,2025-07-09 19:34:30,19,0.1
2025-07-09,20:04:30,0.1,20.8,59.4,0.53,2.91,0.26,2025-07-09 20:04:30,20,0.1
2025-07-09,20:34:30,0.09,20.7,59.6,0.53,2.86,0.25,2025-07-09 20:34:30,20,0.09
2025-07-09,21:04:30,0.09,20.7,60.0,0.54,3.04,0.24,2025-07-09 21:04:30,21,0.09
2025-07-09,21:34:30,0.09,20.7,61.2,0.54,3.03,0.25,2025-07-09 21:34:30,21,0.09
2025-07-09,22:04:30,0.1,20.8,62.7,0.57,3.39,0.26,2025-07-09 22:04:30,22,0.10000000000000003
2025-07-09,22:34:30,0.09,20.6,62.6,0.56,3.21,0.24,2025-07-09 22:34:30,22,0.09000000000000001
2025-07-10,02:40:18,0.77,20.5,64.4,0.63,7.28,0.32,2025-07-10 02:40:18,2,0.7700000000000002
2025-07-10,03:10:18,0.65,20.3,65.6,0.59,6.18,0.29,2025-07-10 03:10:18,3,0.65
2025-07-10,03:40:18,0.71,20.3,66.3,0.63,7.35,0.31,2025-07-10 03:40:18,3,0.71
2025-07-10,04:10:18,0.72,20.4,67.5,0.62,7.23,0.31,2025-07-10 04:10:18,4,0.72
2025-07-10,04:40:18,0.74,20.2,67.7,0.62,7.25,0.32,2025-07-10 04:40:18,4,0.74
2025-07-10,05:10:18,0.69,20.3,68.8,0.61,6.92,0.3,2025-07-10 05:10:18,5,0.69
2025-07-10,05:40:18,0.75,20.2,69.6,0.62,7.23,0.32,2025-07-10 05:40:18,5,0.75
2025-07-10,06:10:18,0.73,20.2,69.4,0.64,7.8,0.31,2025-07-10 06:10:18,6,0.73
2025-07-10,06:40:18,0.73,20.2,69.2,0.63,7.52,0.31,2025-07-10 06:40:18,6,0.73
2025-07-10,07:10:18,0.73,20.2,69.2,0.64,7.6,0.31,2025-07-10 07:10:18,7,0.73
2025-07-10,07:40:18,0.8,20.2,69.5,0.64,7.57,0.33,2025-07-10 07:40:18,7,0.8
2025-07-10,08:10:18,0.76,20.2,69.2,0.64,7.8,0.32,2025-07-10 08:10:18,8,0.76
2025-07-10,08:40:18,0.77,20.2,68.9,0.62,7.23,0.32,2025-07-10 08:40:18,8,0.77
2025-07-10,09:10:18,0.7,20.2,68.5,0.63,7.4,0.31,2025-07-10 09:10:18,9,0.7000000000000001
2025-07-10,09:40:18,0.68,20.2,67.8,0.6,6.6,0.3,2025-07-10 09:40:18,9,0.6800000000000002
2025-07-10,10:27:13,0.72,20.7,68.0,0.59,5.52,0.29,2025-07-10 10:27:13,10,0.72
2025-07-10,10:57:13,0.65,20.8,65.8,0.55,4.58,0.27,2025-07-10 10:57:13,10,0.65
2025-07-10,11:27:13,0.59,20.7,65.3,0.55,4.65,0.26,2025-07-10 11:27:13,11,0.5899999999999997
2025-07-10,11:57:13,0.63,20.7,64.9,0.54,4.3,0.26,2025-07-10 11:57:13,11,0.6299999999999998
2025-07-10,12:27:13,0.25,21.0,63.5,0.53,4.14,0.15,2025-07-10 12:27:13,12,0.25
2025-07-10,12:57:13,0.4,21.1,62.9,0.56,4.93,0.2,2025-07-10 12:57:13,12,0.4
2025-07-10,13:27:13,0.33,21.6,61.3,0.53,4.14,0.18,2025-07-10 13:27:13,13,0.33
2025-07-10,13:57:13,0.34,21.9,59.9,0.52,3.97,0.18,2025-07-10 13:57:13,13,0.34
2025-07-10,14:27:13,0.32,22.1,58.0,0.51,3.87,0.18,2025-07-10 14:27:13,14,0.32000000000000006
2025-07-10,14:57:13,0.4,21.9,57.9,0.54,4.35,0.2,2025-07-10 14:57:13,14,0.40000000000000013
2025-07-10,15:27:13,0.39,21.7,58.0,0.52,4.1,0.2,2025-07-10 15:27:13,15,0.39
2025-07-10,15:57:13,0.29,21.6,58.7,0.49,3.45,0.16,2025-07-10 15:57:13,15,0.29
2025-07-10,16:27:13,0.27,21.3,59.1,0.49,3.43,0.16,2025-07-10 16:27:13,16,0.2700000000000001
2025-07-10,16:57:13,0.29,21.1,60.4,0.5,3.56,0.16,2025-07-10 16:57:13,16,0.29000000000000004
2025-07-10,17:27:13,0.26,21.1,61.6,0.49,3.47,0.15,2025-07-10 17:27:13,17,0.25999999999999995
2025-07-10,17:57:13,0.27,21.1,62.7,0.47,3.15,0.16,2025-07-10 17:57:13,17,0.26999999999999996
2025-07-10,19:09:37,1.18,21.2,63.0,0.35,8.4,0.23,2025-07-10 19:09:37,19,1.18
2025-07-10,19:39:37,1.04,21.0,63.8,0.32,6.89,0.21,2025-07-10 19:39:37,19,1.04
2025-07-10,20:09:37,1.07,21.0,63.6,0.33,7.43,0.22,2025-07-10 20:09:37,20,1.07
2025-07-10,20:39:37,1.04,20.8,63.9,0.32,7.18,0.21,2025-07-10 20:39:37,20,1.04
2025-07-10,21:09:37,1.01,20.7,62.8,0.32,7.14,0.21,2025-07-10 21:09:37,21,1.01
2025-07-10,21:39:37,1.1,20.4,62.6,0.32,7.14,0.22,2025-07-10 21:39:37,21,1.1
2025-07-10,22:09:37,1.13,20.4,63.1,0.32,7.14,0.23,2025-07-10 22:09:37,22,1.1300000000000001
2025-07-10,22:39:37,1.28,20.4,62.7,0.35,8.4,0.24,2025-07-10 22:39:37,22,1.2800000000000002
2025-07-10,23:09:37,1.31,20.1,63.4,0.35,8.68,0.25,2025-07-10 23:09:37,23,1.31
2025-07-11,11:41:41,1.08,21.2,65.7,0.37,5.6,0.28,2025-07-11 11:41:41,11,1.0799999999999996
2025-07-11,12:11:41,0.97,21.0,66.5,0.35,5.12,0.26,2025-07-11 12:11:41,12,0.97
2025-07-11,12:41:41,1.13,20.8,67.5,0.37,5.74,0.29,2025-07-11 12:41:41,12,1.13
2025-07-11,13:11:41,1.16,21.1,66.9,0.39,6.32,0.29,2025-07-11 13:11:41,13,1.16
2025-07-11,13:41:41,1.26,21.1,66.3,0.39,6.5,0.31,2025-07-11 13:41:41,13,1.26
2025-07-11,14:11:41,1.24,21.0,66.4,0.39,6.41,0.3,2025-07-11 14:11:41,14,1.2400000000000002
2025-07-11,14:41:41,0.89,21.1,66.1,0.33,4.29,0.25,2025-07-11 14:41:41,14,0.8900000000000002
2025-07-11,15:41:42,1.22,20.9,71.3,0.36,5.42,0.3,2025-07-11 15:41:42,15,1.22
2025-07-11,16:23:43,0.69,20.7,71.3,0.38,5.91,0.31,2025-07-11 16:23:43,16,0.6900000000000001
2025-07-11,16:53:43,0.65,20.1,71.3,0.36,5.34,0.3,2025-07-11 16:53:43,16,0.6500000000000001
2025-07-11,17:23:43,0.71,19.9,71.3,0.37,5.68,0.31,2025-07-11 17:23:43,17,0.7099999999999999
2025-07-11,17:53:43,0.69,19.7,71.3,0.37,5.71,0.31,2025-07-11 17:53:43,17,0.6899999999999998
2025-07-11,18:23:43,0.71,19.9,71.3,0.38,5.85,0.31,2025-07-11 18:23:43,18,0.71
2025-07-11,18:53:43,0.72,19.9,71.3,0.38,5.97,0.32,2025-07-11 18:53:43,18,0.72
2025-07-11,19:23:43,0.72,19.9,71.3,0.38,5.88,0.32,2025-07-11 19:23:43,19,0.72
2025-07-11,19:53:43,0.71,19.9,71.3,0.39,6.09,0.31,2025-07-11 19:53:43,19,0.71
2025-07-12,06:47:20,0.66,18.8,71.3,0.55,5.86,0.41,2025-07-12 06:47:20,6,0.66
2025-07-12,07:17:20,0.64,18.9,71.3,0.56,6.04,0.4,2025-07-12 07:17:20,7,0.64
2025-07-12,07:47:20,0.66,18.8,71.3,0.56,6.1,0.41,2025-07-12 07:47:20,7,0.66
2025-07-12,08:17:20,0.65,18.7,71.3,0.56,5.99,0.4,2025-07-12 08:17:20,8,0.65
2025-07-12,08:47:20,0.69,18.7,71.3,0.57,6.44,0.42,2025-07-12 08:47:20,8,0.69
2025-07-12,09:17:20,0.67,18.6,71.3,0.56,6.06,0.41,2025-07-12 09:17:20,9,0.6700000000000002
2025-07-12,09:47:20,0.57,18.7,71.3,0.52,4.9,0.38,2025-07-12 09:47:20,9,0.5700000000000001
2025-07-12,10:17:20,0.56,18.7,71.3,0.52,5.03,0.37,2025-07-12 10:17:20,10,0.56
2025-07-12,10:47:20,0.51,18.7,71.3,0.49,4.28,0.35,2025-07-12 10:47:20,10,0.51
2025-07-12,11:17:20,0.54,18.8,71.3,0.5,4.65,0.37,2025-07-12 11:17:20,11,0.5399999999999998
2025-07-12,11:47:20,0.56,18.8,71.3,0.5,4.6,0.37,2025-07-12 11:47:20,11,0.5599999999999998
2025-07-12,12:17:20,0.57,19.0,71.3,0.5,4.62,0.38,2025-07-12 12:17:20,12,0.57
2025-07-12,12:47:20,0.61,19.1,71.3,0.52,5.09,0.39,2025-07-12 12:47:20,12,0.61
2025-07-12,13:17:20,0.53,19.0,71.3,0.47,3.97,0.36,2025-07-12 13:17:20,13,0.53
2025-07-12,13:47:20,0.53,19.1,71.1,0.48,4.11,0.36,2025-07-12 13:47:20,13,0.53
2025-07-12,14:17:20,0.54,19.3,70.0,0.46,3.67,0.36,2025-07-12 14:17:20,14,0.5400000000000001
2025-07-12,15:10:34,1.18,20.1,67.5,0.59,9.7,0.41,2025-07-12 15:10:34,15,1.18
2025-07-12,15:40:34,1.01,20.0,67.6,0.57,8.85,0.38,2025-07-12 15:40:34,15,1.01
2025-07-12,16:10:34,1.14,19.7,68.5,0.61,10.45,0.41,2025-07-12 16:10:34,16,1.1400000000000001
2025-07-12,17:10:34,1.02,19.1,71.3,0.63,11.25,0.38,2025-07-12 17:10:34,17,1.0199999999999998
2025-07-12,17:40:34,1.26,19.0,71.3,0.65,12.29,0.43,2025-07-12 17:40:34,17,1.2599999999999998
2025-07-12,18:10:34,1.22,18.8,71.3,0.63,11.1,0.42,2025-07-12 18:10:34,18,1.22
2025-07-13,01:33:01,0.98,19.7,71.3,0.68,4.51,0.36,2025-07-13 01:33:01,1,0.98
2025-07-13,02:03:01,1.04,19.7,71.3,0.7,4.81,0.38,2025-07-13 02:03:01,2,1.0400000000000003
2025-07-13,02:33:01,1.19,19.7,71.3,0.71,5.04,0.41,2025-07-13 02:33:01,2,1.1900000000000002
2025-07-13,03:03:01,1.29,19.7,71.3,0.71,5.07,0.43,2025-07-13 03:03:01,3,1.29
2025-07-13,03:33:01,1.25,19.6,71.3,0.71,5.05,0.42,2025-07-13 03:33:01,3,1.25
2025-07-13,04:33:01,1.32,19.4,71.3,0.7,4.98,0.43,2025-07-13 04:33:01,4,1.32
2025-07-13,05:03:01,1.14,19.4,71.3,0.68,4.51,0.4,2025-07-13 05:03:01,5,1.14
2025-07-13,05:33:01,1.15,19.2,71.3,0.68,4.47,0.4,2025-07-13 05:33:01,5,1.15
2025-07-13,06:03:01,1.24,19.0,71.3,0.68,4.61,0.42,2025-07-13 06:03:01,6,1.24
2025-07-13,06:33:01,1.12,18.9,71.3,0.67,4.34,0.39,2025-07-13 06:33:01,6,1.12
2025-07-13,07:03:01,1.12,18.9,71.3,0.65,4.08,0.39,2025-07-13 07:03:01,7,1.12
2025-07-13,07:33:01,1.15,18.9,71.3,0.68,4.44,0.4,2025-07-13 07:33:01,7,1.15
2025-07-13,08:03:01,1.15,19.0,71.3,0.68,4.51,0.4,2025-07-13 08:03:01,8,1.15
2025-07-13,08:33:02,1.13,19.0,71.3,0.66,4.24,0.4,2025-07-13 08:33:02,8,1.13
2025-07-13,09:03:02,1.12,19.1,71.3,0.67,4.3,0.39,2025-07-13 09:03:02,9,1.1200000000000003
2025-07-13,12:15:21,0.65,19.9,57.3,0.72,3.78,0.49,2025-07-13 12:15:21,12,0.65
2025-07-13,12:45:21,0.52,20.4,55.3,0.66,2.99,0.44,2025-07-13 12:45:21,12,0.52
2025-07-13,13:15:21,0.59,20.0,52.6,0.65,2.92,0.47,2025-07-13 13:15:21,13,0.59
2025-07-13,13:45:21,0.61,20.0,52.2,0.62,2.63,0.48,2025-07-13 13:45:21,13,0.61
2025-07-13,14:15:21,0.6,19.9,55.3,0.63,2.67,0.47,2025-07-13 14:15:21,14,0.6000000000000001
2025-07-13,14:45:21,0.6,20.1,55.6,0.6,2.42,0.47,2025-07-13 14:45:21,14,0.6000000000000001
2025-07-13,15:15:21,0.6,20.1,52.0,0.61,2.48,0.47,2025-07-13 15:15:21,15,0.6
2025-07-13,15:45:22,0.64,20.5,51.8,0.64,2.78,0.49,2025-07-13 15:45:22,15,0.64
2025-07-13,16:15:22,0.57,20.3,51.5,0.6,2.4,0.46,2025-07-13 16:15:22,16,0.5700000000000001
2025-07-13,16:45:22,0.58,20.1,52.1,0.61,2.46,0.46,2025-07-13 16:45:22,16,0.5800000000000001
2025-07-13,17:15:22,0.68,19.8,51.8,0.6,2.4,0.51,2025-07-13 17:15:22,17,0.6799999999999999
2025-07-13,17:45:22,0.6,19.1,54.9,0.62,2.62,0.47,2025-07-13 17:45:22,17,0.5999999999999999
2025-07-13,18:15:22,0.61,18.9,57.3,0.59,2.29,0.48,2025-07-13 18:15:22,18,0.61
2025-07-13,18:45:22,0.63,18.7,57.2,0.6,2.42,0.48,2025-07-13 18:45:22,18,0.63
2025-07-13,19:15:22,0.64,19.4,59.8,0.59,2.23,0.49,2025-07-13 19:15:22,19,0.64
2025-07-13,19:45:22,0.65,19.3,61.7,0.61,2.45,0.5,2025-07-13 19:45:22,19,0.65
2025-07-13,23:22:56,0.59,19.1,68.4,0.73,12.18,0.41,2025-07-13 23:22:56,23,0.59
2025-07-14,03:52:56,0.51,18.2,71.3,0.73,12.03,0.38,2025-07-14 03:52:56,3,0.51
2025-07-14,04:22:56,0.5,18.1,71.3,0.72,11.57,0.38,2025-07-14 04:22:56,4,0.5
2025-07-14,04:52:56,0.52,18.0,71.3,0.72,11.89,0.38,2025-07-14 04:52:56,4,0.52
2025-07-14,09:57:51,0.81,21.1,56.5,0.68,4.91,0.25,2025-07-14 09:57:51,9,0.8100000000000003
2025-07-14,10:27:51,0.83,21.3,56.4,0.65,4.3,0.25,2025-07-14 10:27:51,10,0.83
2025-07-14,10:57:51,0.85,21.6,56.2,0.65,4.31,0.26,2025-07-14 10:57:51,10,0.85
2025-07-14,11:27:51,0.77,21.7,55.1,0.58,3.27,0.24,2025-07-14 11:27:51,11,0.7699999999999998
2025-07-14,11:57:51,0.9,21.8,54.4,0.6,3.54,0.27,2025-07-14 11:57:51,11,0.8999999999999997
2025-07-14,12:27:51,0.82,22.0,54.3,0.63,4.0,0.25,2025-07-14 12:27:51,12,0.82
2025-07-14,12:57:51,1.03,22.2,50.5,0.63,3.96,0.29,2025-07-14 12:57:51,12,1.03
2025-07-14,13:27:51,0.86,22.1,49.5,0.59,3.43,0.26,2025-07-14 13:27:51,13,0.86
2025-07-14,13:57:51,0.93,22.0,48.3,0.62,3.8,0.27,2025-07-14 13:57:51,13,0.93
2025-07-14,14:27:51,0.95,22.0,50.1,0.62,3.87,0.28,2025-07-14 14:27:51,14,0.9500000000000002
2025-07-14,14:57:51,0.81,21.5,51.0,0.6,3.52,0.25,2025-07-14 14:57:51,14,0.8100000000000003
2025-07-14,15:27:51,0.84,21.5,49.3,0.59,3.47,0.25,2025-07-14 15:27:51,15,0.84
2025-07-14,15:57:51,0.85,21.1,50.2,0.58,3.21,0.26,2025-07-14 15:57:51,15,0.85
2025-07-14,16:27:52,1.06,20.9,53.2,0.65,4.37,0.29,2025-07-14 16:27:52,16,1.0600000000000003
2025-07-14,16:57:52,0.95,20.8,54.4,0.61,3.78,0.28,2025-07-14 16:57:52,16,0.9500000000000002
2025-07-14,17:27:52,0.98,20.8,54.4,0.6,3.59,0.28,2025-07-14 17:27:52,17,0.9799999999999998
2025-08-01,09:00:00,0.17,22.5,55.0,0.35,4.92,0.02,2025-08-01 09:00:00,9,0.17000000000000004
2025-08-01,09:30:00,0.18,22.5,68.2,0.36,5.11,0.02,2025-08-01 09:30:00,9,0.18000000000000002
2025-08-01,10:00:00,0.19,22.6,72.4,0.35,4.85,0.03,2025-08-01 10:00:00,10,0.19
2025-08-01,10:30:00,0.32,26.8,53.1,0.37,5.42,0.04,2025-08-01 10:30:00,10,0.32
2025-08-01,11:00:00,0.38,28.3,49.8,0.38,5.73,0.05,2025-08-01 11:00:00,11,0.3799999999999999
2025-08-01,11:30:00,0.21,22.1,56.3,0.72,8.95,0.03,2025-08-01 11:30:00,11,0.2099999999999999
2025-08-01,12:00:00,0.29,21.9,54.7,1.15,15.32,0.04,2025-08-01 12:00:00,12,0.29
2025-08-01,12:30:00,1.15,22.0,55.2,0.38,5.61,0.28,2025-08-01 12:30:00,12,1.15
2025-08-01,13:00:00,2.87,21.8,53.9,0.36,5.02,0.45,2025-08-01 13:00:00,13,2.87
2025-08-01,13:30:00,2.12,24.6,62.1,0.82,10.34,0.39,2025-08-01 13:30:00,13,2.12
2025-08-01,14:00:00,3.45,25.3,58.7,1.02,13.21,0.52,2025-08-01 14:00:00,14,3.450000000000001
2025-08-01,14:30:00,0.31,22.2,56.8,0.37,5.48,0.04,2025-08-01 14:30:00,14,0.31000000000000005
2025-08-02,06:00:00,0.17,19.8,62.3,0.33,4.12,0.02,2025-08-02 06:00:00,6,0.17
2025-08-02,09:00:00,0.2,23.1,48.7,0.35,4.88,0.03,2025-08-02 09:00:00,9,0.20000000000000007
2025-08-02,12:00:00,0.28,27.5,39.2,0.34,4.55,0.04,2025-08-02 12:00:00,12,0.28
2025-08-02,15:00:00,0.35,29.1,36.8,0.36,5.21,0.05,2025-08-02 15:00:00,15,0.35
2025-08-02,18:00:00,0.67,25.7,44.5,0.62,7.89,0.12,2025-08-02 18:00:00,18,0.67
2025-08-02,21:00:00,0.22,22.4,59.1,0.38,5.67,0.03,2025-08-02 21:00:00,21,0.22
2025-08-02,03:00:00,0.42,20.3,68.4,1.2,16.33,0.08,2025-08-02 03:00:00,3,0.42
2025-08-02,06:30:00,8.47,21.0,71.2,0.41,6.12,1.15,2025-08-02 06:30:00,6,8.47
2025-08-02,09:45:00,0.25,22.8,52.6,0.37,5.42,0.04,2025-08-02 09:45:00,9,0.25000000000000006
2025-08-02,12:15:00,0.21,22.5,53.1,1.8,24.1,0.03,2025-08-02 12:15:00,12,0.21
2025-08-02,15:00:00,15.62,22.6,51.8,0.35,4.91,2.3,2025-08-02 15:00:00,15,15.62
2025-08-02,18:20:00,0.23,23.0,50.2,0.36,5.03,0.04,2025-08-02 18:20:00,18,0.23
